path,label
ang20190926t171159_ch4mf_v2x1_img/pos/ang20190926t171159_ch4mf_v2x1_img_tile256x256+0+689.tif,1
ang20190926t171159_ch4mf_v2x1_img/pos/ang20190926t171159_ch4mf_v2x1_img_tile256x256+29+3340.tif,1
ang20190926t171159_ch4mf_v2x1_img/pos/ang20190926t171159_ch4mf_v2x1_img_tile256x256+232+4280.tif,1
ang20190926t171159_ch4mf_v2x1_img/pos/ang20190926t171159_ch4mf_v2x1_img_tile256x256+38+7939.tif,1
ang20190926t171159_ch4mf_v2x1_img/pos/ang20190926t171159_ch4mf_v2x1_img_tile256x256+249+3029.tif,1
ang20190926t171159_ch4mf_v2x1_img/pos/ang20190926t171159_ch4mf_v2x1_img_tile256x256+479+721.tif,1
ang20190926t171159_ch4mf_v2x1_img/bg/ang20190926t171159_ch4mf_v2x1_img_tile256x256+55+9726.tif,0
ang20190926t171159_ch4mf_v2x1_img/bg/ang20190926t171159_ch4mf_v2x1_img_tile256x256+0+3978.tif,0
ang20190926t171159_ch4mf_v2x1_img/bg/ang20190926t171159_ch4mf_v2x1_img_tile256x256+38+6600.tif,0
ang20190926t171159_ch4mf_v2x1_img/bg/ang20190926t171159_ch4mf_v2x1_img_tile256x256+222+12716.tif,0
ang20190926t171159_ch4mf_v2x1_img/bg/ang20190926t171159_ch4mf_v2x1_img_tile256x256+57+13015.tif,0
ang20190926t171159_ch4mf_v2x1_img/bg/ang20190926t171159_ch4mf_v2x1_img_tile256x256+444+6100.tif,0
ang20190926t171159_ch4mf_v2x1_img/bg/ang20190926t171159_ch4mf_v2x1_img_tile256x256+194+12388.tif,0
ang20190926t171159_ch4mf_v2x1_img/bg/ang20190926t171159_ch4mf_v2x1_img_tile256x256+501+8734.tif,0
ang20190926t171159_ch4mf_v2x1_img/bg/ang20190926t171159_ch4mf_v2x1_img_tile256x256+9+9423.tif,0
ang20190926t171159_ch4mf_v2x1_img/bg/ang20190926t171159_ch4mf_v2x1_img_tile256x256+408+9382.tif,0
ang20190926t171159_ch4mf_v2x1_img/bg/ang20190926t171159_ch4mf_v2x1_img_tile256x256+313+2602.tif,0
ang20190926t171159_ch4mf_v2x1_img/bg/ang20190926t171159_ch4mf_v2x1_img_tile256x256+74+2010.tif,0
ang20190926t171159_ch4mf_v2x1_img/bg/ang20190926t171159_ch4mf_v2x1_img_tile256x256+0+5040.tif,0
ang20190926t171159_ch4mf_v2x1_img/bg/ang20190926t171159_ch4mf_v2x1_img_tile256x256+358+10569.tif,0
ang20190926t171159_ch4mf_v2x1_img/bg/ang20190926t171159_ch4mf_v2x1_img_tile256x256+127+10111.tif,0
ang20190926t171159_ch4mf_v2x1_img/bg/ang20190926t171159_ch4mf_v2x1_img_tile256x256+31+5466.tif,0
ang20190926t171159_ch4mf_v2x1_img/bg/ang20190926t171159_ch4mf_v2x1_img_tile256x256+0+318.tif,0
